(-99927, -16375, 66287)
(-99927, -16253, 66165)
(-99927, -16246, 66158)
(-99927, -16191, 66103)
(-99927, -16161, 66073)
(-99927, -15991, 65903)
(-99927, -15980, 65892)
(-99927, -15974, 65886)
(-99927, -15950, 65862)
(-99927, -15926, 65838)
(-99927, -15887, 65799)
(-99927, -15786, 65698)
(-99927, -15562, 65474)
(-99927, -15541, 65453)
(-99927, -15502, 65414)
(-99927, -15396, 65308)
(-99927, -15353, 65265)
(-99927, -15348, 65260)
(-99927, -15346, 65258)
(-99927, -15304, 65216)
(-99927, -15301, 65213)
(-99927, -15255, 65167)
(-99927, -15023, 64935)
(-99927, -15013, 64925)
(-99927, -14981, 64893)
(-99927, -14912, 64824)
(-99927, -14891, 64803)
(-99927, -14802, 64714)
(-99927, -14801, 64713)
(-99927, -14769, 64681)
(-99927, -14743, 64655)
(-99927, -14698, 64610)
(-99927, -14695, 64607)
(-99927, -14590, 64502)
(-99927, -14572, 64484)
(-99927, -14571, 64483)
(-99927, -14569, 64481)
(-99927, -14548, 64460)
(-99927, -14475, 64387)
(-99927, -14345, 64257)
(-99927, -14343, 64255)
(-99927, -14343, 64255)
(-99927, -14105, 64017)
(-99927, -14057, 63969)
(-99927, -14006, 63918)
(-99927, -14003, 63915)
(-99927, -13938, 63850)
(-99927, -13924, 63836)
(-99927, -13815, 63727)
(-99927, -13809, 63721)
(-99927, -13780, 63692)
(-99927, -13768, 63680)
(-99927, -13430, 63342)
(-99927, -13428, 63340)
(-99927, -13406, 63318)
(-99927, -13377, 63289)
(-99927, -13348, 63260)
(-99927, -13287, 63199)
(-99927, -13203, 63115)
(-99927, -13200, 63112)
(-99927, -13181, 63093)
(-99927, -13173, 63085)
(-99927, -13163, 63075)
(-99927, -13025, 62937)
(-99927, -12755, 62667)
(-99927, -12716, 62628)
(-99927, -12681, 62593)
(-99927, -12623, 62535)
(-99927, -12569, 62481)
(-99927, -12546, 62458)
(-99927, -12505, 62417)
(-99927, -12492, 62404)
(-99927, -12478, 62390)
(-99927, -12434, 62346)
(-99927, -12427, 62339)
(-99927, -12371, 62283)
(-99927, -12342, 62254)
(-99927, -12189, 62101)
(-99927, -12170, 62082)
(-99927, -12170, 62082)
(-99927, -12157, 62069)
(-99927, -12130, 62042)
(-99927, -12020, 61932)
(-99927, -11998, 61910)
(-99927, -11993, 61905)
(-99927, -11896, 61808)
(-99927, -11893, 61805)
(-99927, -11819, 61731)
(-99927, -11796, 61708)
(-99927, -11645, 61557)
(-99927, -11135, 61047)
(-99927, -11057, 60969)
(-99927, -10930, 60842)
(-99927, -10718, 60630)
(-99927, -10648, 60560)
(-99927, -10634, 60546)
(-99927, -10577, 60489)
(-99927, -10538, 60450)
(-99927, -10517, 60429)
(-99927, -10494, 60406)
(-99927, -10458, 60370)
(-99927, -10457, 60369)
(-99927, -10213, 60125)
(-99927, -10203, 60115)
(-99927, -10065, 59977)
(-99927, -9990, 59902)
(-99927, -9971, 59883)
(-99927, -9906, 59818)
(-99927, -9785, 59697)
(-99927, -9757, 59669)
(-99927, -9648, 59560)
(-99927, -9645, 59557)
(-99927, -9615, 59527)
(-99927, -9493, 59405)
(-99927, -9335, 59247)
(-99927, -9266, 59178)
(-99927, -9140, 59052)
(-99927, -9092, 59004)
(-99927, -9052, 58964)
(-99927, -8972, 58884)
(-99927, -8948, 58860)
(-99927, -8938, 58850)
(-99927, -8869, 58781)
(-99927, -8821, 58733)
(-99927, -8775, 58687)
(-99927, -8766, 58678)
(-99927, -8574, 58486)
(-99927, -8537, 58449)
(-99927, -8384, 58296)
(-99927, -8368, 58280)
(-99927, -8360, 58272)
(-99927, -8269, 58181)
(-99927, -8079, 57991)
(-99927, -8003, 57915)
(-99927, -7984, 57896)
(-99927, -7967, 57879)
(-99927, -7833, 57745)
(-99927, -7833, 57745)
(-99927, -7817, 57729)
(-99927, -7799, 57711)
(-99927, -7465, 57377)
(-99927, -7421, 57333)
(-99927, -7133, 57045)
(-99927, -7053, 56965)
(-99927, -6894, 56806)
(-99927, -6883, 56795)
(-99927, -6828, 56740)
(-99927, -6646, 56558)
(-99927, -6629, 56541)
(-99927, -6618, 56530)
(-99927, -6600, 56512)
(-99927, -6396, 56308)
(-99927, -6155, 56067)
(-99927, -6112, 56024)
(-99927, -6044, 55956)
(-99927, -6040, 55952)
(-99927, -6034, 55946)
(-99927, -5946, 55858)
(-99927, -5924, 55836)
(-99927, -5905, 55817)
(-99927, -5842, 55754)
(-99927, -5840, 55752)
(-99927, -5757, 55669)
(-99927, -5527, 55439)
(-99927, -5500, 55412)
(-99927, -5467, 55379)
(-99927, -5437, 55349)
(-99927, -5421, 55333)
(-99927, -5416, 55328)
(-99927, -5364, 55276)
(-99927, -5349, 55261)
(-99927, -5260, 55172)
(-99927, -5234, 55146)
(-99927, -5046, 54958)
(-99927, -5043, 54955)
(-99927, -5041, 54953)
(-99927, -4970, 54882)
(-99927, -4944, 54856)
(-99927, -4827, 54739)
(-99927, -4691, 54603)
(-99927, -4457, 54369)
(-99927, -4377, 54289)
(-99927, -4210, 54122)
(-99927, -4117, 54029)
(-99927, -4099, 54011)
(-99927, -3989, 53901)
(-99927, -3940, 53852)
(-99927, -3829, 53741)
(-99927, -3788, 53700)
(-99927, -3711, 53623)
(-99927, -3699, 53611)
(-99927, -3642, 53554)
(-99927, -3505, 53417)
(-99927, -3401, 53313)
(-99927, -3350, 53262)
(-99927, -3287, 53199)
(-99927, -3161, 53073)
(-99927, -3137, 53049)
(-99927, -2908, 52820)
(-99927, -2621, 52533)
(-99927, -2581, 52493)
(-99927, -2549, 52461)
(-99927, -2395, 52307)
(-99927, -2324, 52236)
(-99927, -2296, 52208)
(-99927, -2262, 52174)
(-99927, -2250, 52162)
(-99927, -2249, 52161)
(-99927, -2197, 52109)
(-99927, -2176, 52088)
(-99927, -2149, 52061)
(-99927, -1996, 51908)
(-99927, -1963, 51875)
(-99927, -1889, 51801)
(-99927, -1805, 51717)
(-99927, -1732, 51644)
(-99927, -1699, 51611)
(-99927, -1564, 51476)
(-99927, -1531, 51443)
(-99927, -1143, 51055)
(-99927, -1111, 51023)
(-99927, -1052, 50964)
(-99927, -1020, 50932)
(-99927, -999, 50911)
(-99927, -964, 50876)
(-99927, -934, 50846)
(-99927, -933, 50845)
(-99927, -865, 50777)
(-99927, -830, 50742)
(-99927, -756, 50668)
(-99927, -749, 50661)
(-99927, -672, 50584)
(-99927, -632, 50544)
(-99927, -611, 50523)
(-99927, -585, 50497)
(-99927, -583, 50495)
(-99927, -500, 50412)
(-99927, -448, 50360)
(-99927, -186, 50098)
(-99927, -149, 50061)
16438
